INCID,OGDINCID,CALLFROM,CALLDATE,FAILDATE,EASTING,NORTHING,LOCATION,SLOPENUM,FEATTYPE,SCALE,FACAFF,CONSEC,CONSEC - DEATHNO,CONSEC - INJURYNO,CONSEC - EVACUATED,CONSEC - ROADCLOSED
2021/09/3039,HyD/HK/2021/09/0021,HyD,01/09/2021,-,833447,814788,"Above Feature No. 11SW-C/C308, Lugard Road",-,Natural Hillside,1.8,Road,-,-,-,-,-
2021/09/1019WS,WSD/2021/9/1/K,WSD,27/09/2021,-,833531,822871,"Tai Po Fresh Water Service Reservoir, Tai Po",11NW-A/C587,Soil Cut,3.6,Access road,Access road temporarily closed,-,-,-,-
2021/08/3038,-,Public,20/08/2021,-,828203,839171,"Ki Lun Tsuen, Sheung Shui (near Lamp Post No. VD4492)",-,Fill Slope,3.77,Minor footpath,-,-,-,-,-
2021/08/3037,HyD/HK/2021/08/0022,DC,17/08/2021,-,833262,813537,Near No. 48 Mount Kellett Road,-,Natural Hillside,0.1,Road,-,-,-,-,-
2021/08/3036,HyD/NTE/2021/08/0015,LandsD,10/08/2021,-,832466,840894,"Above Feature No. 3SW-A/C67, Shak Wu Sun Tsuen, Fanling",-,Natural Hillside,2.5,Building,-,-,-,-,-
2021/08/3035,LandsD/2021/08/0442,Public,17/08/2021,16/08/2021,814891,828039,"Hung Cheung Road, Tuen Mun",5SE-B/C203,Soil Cut,0.7,Access road,-,-,-,-,-
2021/08/3034,-,HyD,16/08/2021,06/08/2021,838636,836431,"Tung Tsz Shan Road, Ting Kok, Tai Po",3SE-C/C112,Soil Cut,47,Road,All two lanes of Tung Tsz Shan Road temporarily closed,-,-,-,2
2021/08/3033,HyD/NTE/2021/08/0014,HyD,16/08/2021,-,835861,840503,"Hok Tau Country Trail, Sha Tau Kok, North",3SW-B/C292,Soil Cut,0.6,Open area,-,-,-,-,-
2021/08/3032,HyD/HK/2021/08/0024,Police,16/08/2021,-,838331,809965,South Bay Road,15NE-A/C100,Rock Cut,8.4,Road,One lane of South Bay Road temporarily closed,-,-,-,1
2021/08/3031,HyD/NTE/2021/08/0013,HyD,06/08/2021,06/08/2021,835752,840330,"Hok Tau Road, Sha Tau Kok, North",3SW-B/C294,Soil Cut,5.6,Road,-,-,-,-,-
2021/08/3030,-,HyD,21/07/2021,-,834144,813981,Peak Road (between Lamp Post No. 37463 and 37465),-,Natural Hillside,0.02,Road,-,-,-,-,-
2021/08/3027,-,LandsD,06/08/2021,-,833464,838975,"No. 141 Tong Hang, North",-,Retaining Wall,7,Other (temporary storage structure),A temporary storage structure damaged,-,-,-,-
2021/08/3026,-,-,06/08/2021,06/08/2021,833570,839577,"Shung Him Tong Tsuen, Fanling (near Lamp Post No. VA3906)",-,Soil Cut,0.8,Access road,Access road temporarily closed,-,-,-,-
2021/08/3025,-,Public,06/08/2021,06/08/2021,831386,833765,"Ma Po Mei, Tai Po",7NW-A/C327,Soil Cut,2,Minor footpath,-,-,-,-,-
2021/08/3024,-,Police,06/08/2021,06/08/2021,833641,839467,"Behind House No. 308, Shung Him Tong, Fanling",3SW-A/C151,Soil Cut,18,Village house; Other (alleyway),Alleyway tempoarily closed,-,-,-,-
2021/08/3023,HyD/NTE/2021/08/0017,Police,06/08/2021,06/08/2021,829665,809757,"Yung Shue Long Old Village, Lamma (near Lamp Post No. 39193)",-,Natural Hillside,0.15,Minor footpath,-,-,-,-,-
2021/08/3022,HyD/HK/2021/08/0025,HyD,04/08/2021,04/08/2021,837450,811541,Island Road,15NW-B/C201,Rock Cut,0.01,Road,-,-,-,-,-
2021/08/3021,HyD/HK/2021/08/0019,HyD,03/08/2021,03/08/2021,836462,813894,Mount Nicholson Road,11SW-D/C333,Soil Cut,0.05,Road,-,-,-,-,-
2021/08/3020,-,Public,03/08/2021,03/08/2021,831910,814098,"Block 3, Middleton Towers, No. 140 Pok Fu lam Road, Pokfulam",-,Natural Hillside,110,Other (government water supply facilities),A water main ruptured,-,-,-,-
2021/08/3019,HyD/HK/2021/07/0018,Police,31/07/2021,31/07/2021,836340,814287,Mount Nicholson Road,11SW-D/C338,Soil Cut,0.26,Road,-,-,-,-,-
2021/08/1018WS,WSD/2021/8/1/HK&I,WSD,19/08/2021,-,831941,814116,"Below Feature No. 11SW-C/F64, Pok Fu Lam No. 1 Fresh Water Service Reservoir",-,Natural Hillside,2,Nil,-,-,-,-,-
2021/08/1016WS,WSD/2021/8/3/NTW,WSD,23/08/2021,-,819573,827020,"Adjoining WSD Acces Road NT 22 near Spot Level 53.5, Tuen Mun",6SW-B/C247,Soil/Rock Cut,1,Nil,-,-,-,-,-
2021/08/1015WS,WSD/2021/8/2/NTE,WSD,23/08/2021,-,838504,836371,"Adjacent to Tai Po East Low Level Fresh Water Service Reservoir, Tai Po",3SE-C/C110,Soil Cut,5,Nil,-,-,-,-,-
2021/07/3018,HyD/NTE/2021/07/0016,HyD,28/07/2021,26/07/2021,837025,827026,"To Fung Shan Road, Sha Tin (near Lamp Post No. V9266)",-,Natural Hillside,1,Road,-,-,-,-,-
2021/07/3017,-,HyD,28/07/2021,26/07/2021,837030,827019,"To Fung Shan Road, Sha Tin (near Lamp Post No. V9266)",-,Soil Cut,0.2,Road,-,-,-,-,-
2021/07/3016,-,HyD,28/07/2021,26/07/2021,837025,826995,"To Fung Shan Road, Sha Tin (near Lamp Post No. VE5079)",-,Soil Cut,0.4,Road,-,-,-,-,-
2021/07/3015,-,HyD,28/07/2021,26/07/2021,837005,826983,"Near To Fung Shan Road, Sha Tin",-,Soil Cut,0.2,Road,-,-,-,-,-
2021/07/3014,-,Public,29/07/2021,22/07/2021,827196,839321,"Ki Lun Tsuen, Kwu Tung (near Lamp Post No. H3325)",-,Natural Hillside,174,Road,-,-,-,-,-
2021/07/3013,-,Public,26/07/2021,21/07/2021,833545,838353,"Near House No. 328, Wo Hop Shek Village, Fanling (near Lamp Post No. V5102)",-,Soil Cut,1.3,Open area,-,-,-,-,-
2021/07/3012,-,Public,27/07/2021,-,820774,807063,"Cheung Chau Peak Road West, Cheung Chau",-,Soil Cut,0.2,Road,-,-,-,-,-
2021/07/3011,-,Public,25/07/2021,-,821143,807339,"No. 17A Lung Tsai Tsuen, Cheung Chau",-,Soil Cut,0.4,Registered squatter dwelling,-,-,-,-,-
2021/07/3010,-,-,22/07/2021,20/07/2021,838712,830481,"Lai Ping Road, Sha Tin",7NE-C/C207,Rock Cut,15,Nil,-,-,-,-,-
2021/07/3009,-,Police,20/07/2021,20/07/2021,847566,820083,"Below Hang Hau Wing Lung Road, Clear Water Bay, Sai Kung",-,Natural Hillside,300,Access road,Access road temporarily closed,-,-,-,-
2021/07/3008,LandsD/2021/07/0438,LandsD,21/07/2021,20/07/2021,828031,839259,"Ki Lun Village, Sheung Shui",2SE-B/C100,Soil Cut,0.47,"Registered
squatter dwelling",-,-,-,-,-
2021/07/3007,-,Public,20/07/2021,20/07/2021,847566,819586,"Sau Mau Ping Road, Kwun Tong",11NE-D/F380,Fill Slope,105,Open area,-,-,-,-,-
2021/07/3006,-,Police,20/07/2021,20/07/2021,847555,820063,"Hang Hau Wing Lung Road, Clear Water Bay, Sai Kung",12NW-C/C297,Soil Cut,65,Road,Hang Hau Wing Lung Road (one-lane road) temporarily closed,-,-,-,1
2021/07/3005,WSD/2021/7/3/K,Public,18/07/2021,15/07/2021,837126,819733,"Behind Lok Fung Lau (Block D), Lok Man Sun Chuen, No. 156 Kau Pui Lung Road, To Kwa Wan",11NW-D/C44,Rock Cut,1.7,Open area,-,-,-,-,-
2021/07/3004,-,AMO,09/07/2021,-,836072,812636,"Upslope side of Feature No. 11SW-D/C2319, Wong Chuk Hang",-,Retaining Wall (Masonry),0.07,Minor footpath,-,-,-,-,-
2021/07/3003,-,-,02/07/2021,-,816639,829856,"Near No. 53 Fu Tei Sheung Tsuen, Tuen Mun",-,Soil Cut,0.2,Registered squatter dwelling,-,-,-,-,-
2021/07/3002,-,GEO,02/07/2021,-,837705,815450,"Near Fontana Gardens, Tai Hang Road",11SE-A/CR105,Soil Cut,0.73,Nil,-,-,-,-,-
2021/07/3001,HyD/HK/2021/06/0009,HyD,29/06/2021,28/06/2021,831570,813971,"Victoria Road, Pok Fu Lam",11SW-C/C924,Soil Cut,1.3,Pedestrian pavement,-,-,-,-,-
2021/07/3000,-,GEO,24/06/2021,23/06/2021,832094,824737,"North of 382 Castle Peak Road, Kwai Chung, Kwai Tsing",7SW-C/C378,Soil Cut,15,Road,-,-,-,-,-
2021/07/2999,-,DC member,02/07/2021,28/06/2021,821327,807333,"No. 61E Lung Tsai Tsuen, Cheung Chau",-,Soil Cut,0.9,Village house,-,-,-,-,-
2021/07/2998,-,Public,29/06/2021,28/06/2021,821601,807505,"No. 5 Fa Peng Road, Cheung Chau",14NW-D/C275,Soil Cut,4.9,Minor footpath,-,-,-,-,-
2021/07/1013WS,WSD/2021/7/2/NTW,WSD,09/07/2021,-,821402,826614,"Adjoining WSD Access Road NT 31 near Spot Levels 96.3, 98.6 & 101.3, Tuen Mun",6SW-D/C606,Soil Cut,0.8,Access road,-,-,-,-,-
2021/07/1012HY,HyD/K/2021/07/0027,HyD,29/07/2021,27/07/2021,836146,822407,"Kent Road, Kowloon Tong (near Lamp Post No. AA5892)",-,Soil Cut,1,Road,-,-,-,-,-
2021/06/2997,-,Public,28/06/2021,28/06/2021,830013,809296,"Behind No. 3 Tai Wan, Yung Shue Wan, Lamma Island",-,Natural Hillside,3.7,Nil,-,-,-,-,-
2021/06/2996,HyD/HK/2021/06/0008,HyD,29/06/2021,28/06/2021,833915,811130,"Above Feature No. 15NW-A/CR18, Lee Wing Street, Ap Lei Chau",-,Natural Hillside,0.3,Road,-,-,-,-,-
2021/06/2995,HyD/NTE/2021/06/0011,Police,28/06/2021,28/06/2021,820964,808738,"Cheung Lee Park, Cheung Chau",-,Natural Hillside,40,Village house; Minor footpath,One person from a village house temporarily evacuated,-,-,1,-
2021/06/2993,HyD/HK/2021/06/0005,HyD,28/06/2021,28/06/2021,837315,813168,Black's Link,11SW-D/C1334,Soil Cut,80,Minor footpath,-,-,-,-,-
2021/06/2991,WSD/2021/06/3/HK&I,WSD,28/06/2021,28/06/2021,811925,810503,"Lantau Island Catchwater (Section F), Lantau",13NE-B/CR158,Soil Cut,140,Catchwater,Catchwater blocked,-,-,-,-
2021/06/2990,-,Police,28/06/2021,28/06/2021,848748,818593,"Lung Ha Wan Rd, Clear Water Bay, Sai Kung",12NW-C/C207,Soil Cut,40,Road,Lung Ha Wan Road (one-lane road) temporarily closed,-,-,-,1
2021/06/2989,-,DO,28/06/2021,28/06/2021,820108,806844,"No. 28 Self Help Care Village, Cheung Chau",-,Soil Cut,1,Minor footpath,Minor footpath temporarily closed,-,-,-,-
2021/06/2988,HyD/NTE/2021/06/0010,TD,28/06/2021,28/06/2021,812006,810336,"Above South Lantau Road near Cheung Sha Beach, Lantau",-,Natural Hillside,2000,Road,All two lanes of South Lantau Road temporarily closed,-,-,-,2
2021/06/2987,-,Police,28/06/2021,28/06/2021,831112,815074,Mount Davis Road,-,Natural Hillside,0.9,Road,"All two lanes of Mount
Davis Road flooded and
temporarily closed",-,-,-,2
2021/06/2986,-,Public,17/06/2021,-,833758,814575,Findlay Road,-,Natural Hillside,0.03,Access road,-,-,-,-,-
2021/06/2985,-,DLO,21/06/2021,-,837866,828131,"Sui Wo Road, Sha Tin (near Lamp Post No. VE4448)",-,Soil Cut,0.5,Minor footpath,-,-,-,-,-
2021/06/2984,-,LandsD,17/06/2021,14/06/2021,831790,826100,"Da Chuen Ping Village, Sheung Kwai Chung, Tusen Wan",7SW-C/FR591,Fill Slope,0.5,Minor footpath,-,-,-,-,-
2021/06/2983,-,BD,16/06/2021,16/06/2021,840836,815809,"No. 18 Shing On Street, Sai Wan Ho",-,Retaining Wall (Masonry),0.06,Minor footpath,-,-,-,-,-
2021/06/2982,HyD/HK/2021/06/0040,Public,10/06/2021,-,834495,814338,No. 28 Severn Road,-,Natural Hillside,0.01,Road,-,-,-,-,-
2021/06/2981,HyD/HK/2021/06/0007,HyD,02/06/2021,01/06/2021,836227,812397,"South of Wong Chuk Hang Hospital, Wong Chunk Hang",11SW-D/F208,Fill Slope,0.7,Minor footpath,-,-,-,-,-
2021/06/1011WS,WSD/2021/06/5/HK&I,WSD,28/06/2021,-,809429,809882,"Shek Pik Catchwater (Section E, Ch.1700 - Ch.1803), Lantau",13NE-A/CR146,Soil Cut,8,Catchwater,-,-,-,-,-
2021/06/1010WS,WSD/2021/06/4/HK&I,WSD,28/06/2021,-,811918,810477,"Shek Pik Catchwater (Section F, Ch.5390 - Ch.5530), Lantau",13NE-B/FR100,Fill Slope,20,Nil,-,-,-,-,-
2021/06/1009WS,WSD/2021/06/2/HK&I,WSD,25/06/2021,-,833522,814342,"Southwest of Feature No. 11SW-C/C920, adjoining Pok Fu Lam Reservoir Road",-,Soil Cut,0.1,Road,-,-,-,-,-
2021/06/1008HY,HyD/NTW/2021/06/0012,HyD,30/06/2021,-,828912,829670,"Route Twisk, Yuen Long",6SE-B/C352,Soil Cut,0.12,Road,-,-,-,-,-
2021/06/1007WS,WSD/2021/06/1/NTE,WSD,01/06/2021,-,845437,827006,"Tan Cheung Road, Sai Kung",8SW-A/C368,Soil Cut,2,Road,-,-,-,-,-
2021/05/2979,-,HyD,21/05/2021,-,833820,814527,Findlay Road,-,Natural Hillside,0.02,Minor footpath,-,-,-,-,-
2021/05/2977,-,GEO,14/05/2021,07/05/2021,834088,834434,"North of House No. 84A, Shek Kwu Lung, Tai Po",-,Fill Slope,0.5,Minor footpath,-,-,-,-,-
2021/05/2976,-,HAD,28/04/2021,28/04/2021,835499,821306,"Woh Chai Street, Sham Shui Po",-,Soil Cut,1.3,Minor footpath,-,-,-,-,-
2021/04/2975,HyD/HK/2021/04/0006,HyD,13/04/2021,-,830904,814941,Mount Davis Road,11SW-C/C212,Rock Cut,0.01,Road,-,-,-,-,-
2021/04/2974,HyD/HK/2021/04/0004,Public,22/04/2021,-,833804,814530,Findlay Road,-,Natural Hillside,0.03,Minor footpath,-,-,-,-,-
2021/04/2973,HyD/HK/2021/04/0004,Public,24/04/2021,-,833739,814602,Findlay Road,-,Natural Hillside,0.01,Minor footpath,-,-,-,-,-
2021/04/2972,HyD/HK/2021/03/0001,Public,01/03/2021,-,833805,814530,Findlay Road,-,Natural Hillside,0.1,Minor footpath,-,-,-,-,-
2021/04/2872,-,Public,07/04/2021,-,828181,841699,"Ma Tso Lung, Sheung Shui (near Lamp Post No. VD7568)",-,Fill Slope,0.79,Access road,-,-,-,-,-
2021/04/2871,HyD/ NT/TPN/2021-01,HyD,29/03/2021,-,838493,846285,"Lin Ma Hang Road, North",3NE-A/C55,Soil Cut,10,Access road,-,-,-,-,-
2021/03/2870,-,Public,10/03/2021,-,833568,838362,"Behind House No. 302, Wo Hop Shek Village, Fanling (near Lamp Post No. V5102)",-,Fill Slope,1.6,Village house,-,-,-,-,-
2021/03/2869,-,HyD,24/02/2021,-,837636,810919,Repulse Bay Road (opposite to Lamp Post No. 31628),15NE-A/CR44,Rock Cut,0.5,Road,-,-,-,-,-
2021/03/2868,-,BD,25/02/2021,10/02/2021,836954,814266,"Nos. 19-25, Village Terrace, Happy Valley",11SW-D/CR36,Rock Cut,0.45,Road,-,-,-,-,-
2021/03/1006WS,WSD/2021/04/1/HK&I,WSD,08/04/2021,26/03/2021,832258,815678,"Northeast of Feature No.11SW-A/C602, Hatton Road Salt Water Service Reservoir, Mid-Levels",-,Natural Hillside,20,Nil,-,-,-,-,-
2021/03/1005HY,HyD/HK/2021/03/0002,HyD,11/03/2021,11/03/2021,835431,814702,"Near Feature No. 11SW-D/C589, Peak Road",-,Soil/Rock Cut,0.3,Road,-,-,-,-,-
2021/03/1004LD,LandsD/2021/07/0436,LandsD,27/03/2021,-,829169,826782,"Tso Kung Tam, Tsuen Wan",6SE-D/R225,Retaining Wall,<5,Open area,-,-,-,-,-
2021/03/1003WS,WSD/2021/03/1/NTE,WSD,18/03/2021,-,838335,825619,"Adjoining WSD Access Road NT 54, Sha Tin",7SE-C/C257,Soil Cut,0.5,Access road,-,-,-,-,-
2021/02/2867,-,DLO,03/02/2021,-,838255,831787,"Below Feature No. 7NE-C/F163, Kon Hang, Tai Po",-,Soil Cut,1.5,Access road,-,-,-,-,-
2021/01/1002WS,WSD/2021/1/2/NTE,WSD,11/01/2021,-,838623,836432,"Near Tai Po East Low Level Fresh Water Service Reservior and adjacent to Tung Tsz Shan Road, Tai Po",3SE-C/C112,Soil Cut,5,Road,-,-,-,-,-
2021/01/1001WS,WSD/2021/1/1/NTE,WSD,04/01/2021,-,833564,835472,"Tai Po Road, Tai Wo, Tai Po (within and adjoining to GLATP265)",7NW-A/C271,Soil Cut,0.7,Road,-,-,-,-,-
2021/01/2866,-,LandsD,12/01/2021,19/08/2020,839980,825320,"North of Kwun Yam Garden near Feature No. 7SE-C/C496, Tso Tsui Ha, Shatin",-,Fill Slope,18,Access road,-,-,-,-,-
2020/12/1068WS,WSD/2020/12/1/NTE,WSD,28/12/2020,-,833975,826227,At the north of Lower Shing Mun Reservoir,7SW-D/C820,Soil Cut,3.7,Access road,-,-,-,-,-
2020/11/2865,-,Public,19/11/2020,-,848099,845716,"Ex. Kat O Public School, No. 104 Kat O Main Street, Kat O",4NW-A/CR35,Retaining Wall (Masonry),27,Other (abandoned school),-,-,-,-,-
2020/10/2864,-,Public,22/10/2020,-,834277,812120,"Above Feature No. 11SW-D/C622 behind Aberdeen Harbour Mansion, Nos. 52-64 Aberdeen Main Road",-,Natural Hillside,0.02,Open area,-,-,-,-,-
2020/10/2863,-,DLO,23/10/2020,06/10/2020,834759,820661,"Behind Nos. 46 & 47 Kam Shan House, Tai Po",-,Fill Slope,0.2,Village house,-,-,-,-,-
2020/10/2862,-,BD,22/10/2020,-,836298,820661,"Behind Wah Mei Court and Health Mansion, Nos. 237-239A and 241-243 Prince Edward Road West, Kowloon City",11NW-D/FR195,Retaining Wall (Brickwork),2,Open area,-,-,-,-,-
2020/10/2861,-,Public,14/10/2020,14/10/2020,825366,836957,"South of Ngau Tam Mei Road, Mai Po, Yuen Long",-,Retaining Wall,0.3,Registered squatter dwelling,-,-,-,-,-
2020/10/2860,-,LandsD,07/10/2020,01/10/2020,828083,838915,"Hang Tau, Sheung Shui",2SE-D/CR409,Soil Cut,1.9,Minor footpath; Open area,-,-,-,-,-
2020/10/2859,HyD/K/2020/10/0048,Public,01/10/2020,30/09/2020,839827,821264,"Choi Shek Road, Ngau Tau Kok",-,Natural Hillside,1,Road,A parked private car damaged,-,-,-,-
2020/10/2858,HyD/HK/2020/10/0049,HyD,01/10/2020,01/10/2020,835501,814017,"Near No. 5 Mount Cameron Road, the Peak",11SW-D/C559,Soil/Rock Cut,26,Road,One lane of Mount Cameron Road temporarily closed,-,-,-,1
2020/10/1067WS,WSD/2020/10/3/HK&I,WSD,22/10/2020,-,842968,812985,Mount Pottinger South Catchwater,11SE-D/CR506,Soil/Rock Cut,4.4,Catchwater,-,-,-,-,-
2020/10/1066WS,WSD/2020/10/2/NTE,WSD,22/10/2020,-,834333,826182,At the north of Lower Shing Mun Reservoir,7SW-D/C808,Soil Cut,6.7,Access road,-,-,-,-,-
2020/10/1065WS,WSD/2020/10/1/NTW,WSD,16/10/2020,-,831464,822785,Lai Chi Kok Saltwater Pumping Station,11NW-A/C206,Rock Cut,0.76,Access road,-,-,-,-,-
2020/10/1064LD,LandsD/2020/10/0425,LandsD,09/10/2020,-,832754,826499,"South of Shing Mun Road, south-east of Shing Mun Tunnel",7SW-C/C846,Soil Cut,0.5,Other (temporary structure),-,-,-,-,-
2020/10/1063LD,LandsD/2020/10/0424,LandsD,12/10/2020,-,830136,824405,Tsuen Wan Chinese Permanent Cemetery,7SW-C/C711,Soil Cut,0.5,Open area,-,-,-,-,-
2020/10/1062HY,HyD/NTE/2020/12/0047,HyD,22/12/2020,22/12/2020,836332,827472,"Near lamp post No. EA5443 along To Fung Shan Road, Tai Wai",-,Natural Hillside,1,Open area,-,-,-,-,-
2020/09/2857,HyD/HK/2020/09/0033,Others,29/09/2020,28/09/2020,837758,813776,"Adjoining the southern portion of Feature No. 11SE-C/C802, Tai Hang Road",-,Natural Hillside,5.7,Minor footpath,-,-,-,-,-
2020/09/2856,-,BD,28/09/2020,06/09/2020,838645,831492,"No. 71 Tai Po Mei, Tai Po, Shatin",7NE-C/C511,Soil Cut,2,Village house,-,-,-,-,-
2020/09/2855,-,DLO,28/09/2020,-,830603,827362,"Near No. 67 Lo Wai Village, Lo Wai, Tsuen Wan",-,Soil Cut,2,Open area,-,-,-,-,-
2020/09/2854,-,DLO,28/09/2020,-,830596,827347,"Near No. 67 Lo Wai Village, Lo Wai, Tsuen Wan",-,Retaining Wall (Masonry),1,Open area,-,-,-,-,-
2020/09/2853,-,DLO,28/09/2020,-,832013,827106,"Wo Yi Hop Village, Tsuen Wan (near Feature No. 7SW-A/C184)",-,Retaining Wall (Masonry),5,Open area,-,-,-,-,-
2020/09/2852,HyD/HK/2020/09/0032,HyD,25/09/2020,-,837136,812069,"Abutting building platform of No. 75 Deep Water Bay Road and opposite to lamp post No. 40007, Shouson Hill",11SW-D/C169,Rock Cut,3,Road,-,-,-,-,-
2020/09/2851,-,HyD,25/09/2020,-,837065,812100,"Next to lamp post No. 40004D, Deep Water Bay Road",-,Rock Cut,0.01,Road,-,-,-,-,-
2020/09/2850,-,LandsD,21/09/2020,19/09/2020,834783,821926,"Near No. 292 Tai Po Road, Sham Shui Po",11NW-B/C579,Soil Cut,3.1,Open area,-,-,-,-,-
2020/09/2849,-,Public,21/09/2020,-,838590,810528,"Abutting access road leading to Nos. 21, 23, 25, 25A, 27-31 South Bay Road",15NE-A/C637,Soil Cut,2.5,Building; Road,-,-,-,-,-
2020/09/2848,-,Public,22/09/2020,22/09/2020,815880,828766,"20 m west of Tseng Tau Chung Tsuen, Tuen Mun",-,Soil Cut,0.2,Registered squatter dwelling,-,-,-,-,-
2020/09/2847,-,FSD,22/09/2020,-,828016,825960,"Yau Kam Tau Village, Tsuen Wan (near Feature No. 6SE-D/FR275)",-,Retaining Wall (Masonry),5,Minor footpath; Other (concrete platform within private lot),-,-,-,-,-
2020/09/2845,HyD/HK/2020/09/0034,HyD,21/09/2020,21/09/2020,836513,813850,"No. 90 Mount Nicholson Road, Mid-Levels",11SW-D/C332,Soil Cut,1.5,Road,One lane of Mount Nicholson Road temporarily closed,-,-,-,1
2020/09/2843,-,DO,10/09/2020,-,830968,833001,"Ng Tung Chai Road, Lam Tsuen, Tai Po",-,Soil Cut,1,Access road,-,-,-,-,-
2020/09/2842,-,Police,15/09/2020,15/09/2020,836450,814492,"No. 12 Stubbs Road, Wan Chai",-,Rock Cut,0.25,Road,One lane of Stubbs Road temporarily closed,-,-,-,1
2020/09/2841,-,Police,14/09/2020,14/09/2020,828048,842613,"Ma Tso Lung Shun Yee San Tsuen near lamp post No. N4009, Ma Tso Lung",-,Fill Slope,1.5,Registered squatter dwelling; Access road,-,-,-,-,-
2020/09/2840,-,Public,07/09/2020,05/09/2020,838778,809685,"Abutting access road leading to No. 1 Headland Road, Repulse Bay","15NE-A/C123
(Sub-division No.1)",Soil Cut,9,Pedestrian pavement,Pedestrian pavement temporarily closed ,-,-,-,-
2020/09/2838,-,HyD,07/09/2020,05/09/2020,836179,811698,Ocean Park Road,15NW-B/C188,Soil Cut,21.9,Road,Ocean Park Road (onelane road) temporarily closed,-,-,-,1
2020/09/2837,-,Others,05/09/2020,05/09/2020,837841,811307,"Abutting Repulse Bay Fresh Water Service Reservoir (GLA HK 734) and Adjoining Belleview Place, No. 93 Repulse Bay Road",-,Natural Hillside,39.3,Nil,-,-,-,-,-
2020/09/1061WS,WSD/2020/9/4/HK&I,WSD,17/09/2020,-,836042,812892,Aberdeen East Catchwater,11SW-D/CR795,Soil/Rock Cut,10,Catchwater,-,-,-,-,-
2020/09/1060WS,WSD/2020/9/3/NTE,WSD,16/09/2020,-,849084,829825,"Catchwater 'QA', Tai Mong Tsai, Sai Kung",8SW-B/CR191,Soil Cut,12,Catchwater,Catchwater blocked,-,-,-,-
2020/09/1059LD,LandsD/2020/09/0417,LandsD,18/09/2020,-,828146,842605,"House No. 1-4 Block C, Shun Yee San Tsuen, Yuen Long",2NE-D/CR75,Soil Cut,1.6,Registered squatter dwelling,-,-,-,-,-
2020/09/1058HY,HyD/NTE/2020/09/0042,HyD,17/09/2020,-,833144,835284,Hang Ha Po,-,Natural Hillside,1,Access road,-,-,-,-,-
2020/09/1057AF,AFCD/2020/09/0001,AFCD,17/09/2020,14/09/2020,834966,829423,"Shing Mun Forest Track - Lead Mine Pass Section, Shing Mun Country Park",-,Natural Hillside,1,Access road,-,-,-,-,-
2020/08/2836,HyD/K/2020/08/0036,HyD,27/08/2020,27/08/2020,838384,823747,"Shatin Pass Road, Lion Rock, Wong Tai Sin",-,Natural Hillside,2,Road,Shatin Pass Road (one-lane road) temporarily closed,-,-,-,1
2020/08/2835,-,LandsD,26/08/2020,-,840261,835117,"Near house Nos. 69-70, Luen Yick Fishermen Village, Sam Mun Tsai, Tai Po",7NE-A/F37,Fill Slope,5,Open area,-,-,-,-,-
2020/08/2833,-,LandsD,20/08/2020,19/08/2020,812640,832610,Nim Wan Road (near lamp post No. FA0901),-,Natural Hillside,0.8,Road,-,-,-,-,-
2020/08/2832,-,Police,16/08/2020,-,833921,813835,"Nos. 74-76 Peak Road, the Peak",11SW-D/C253,Rock Cut,0.1,Road,-,-,-,-,-
2020/08/2831,-,LandsD,13/08/2020,06/08/2020,841227,822163,"Fei Ngo Shan, Ma On Shan Country Park",-,Natural Hillside,42,Nil,-,-,-,-,-
2020/08/2830,-,LandsD,07/08/2020,04/08/2020,817047,830543,"Along eastern side of an access road near Fu Fuk Road, Tuen Mun",-,Soil Cut,3.2,Minor footpath,-,-,-,-,-
2020/08/2829,-,Others,01/08/2020,01/08/2020,826192,825578,"No. 110A Ting Kau Village (Lot 482 DD399), Ting Kau",-,Retaining Wall (Masonry),4,Minor footpath,Minor footpath in front of the house temporarily closed,-,-,-,-
2020/07/2828,-,HD,30/07/2020,29/07/2020,832493,826024,Above Feature No. 7SW-C/C744 near Yam Hing House of Shek Yam East Estate,-,Rock Cut,40,Minor footpath,"Minor footpath above
Feature No. 7SW-C/C744 temporarily closed",-,-,-,-
2020/07/2827,-,Public,08/07/2020,15/06/2020,837446,832573,Tai Po Road (Tai Po Kau Section),-,Natural Hillside,6,Other (natural stream course),-,-,-,-,-
2020/07/2727,-,DLO,14/07/2020,-,836244,833528,Behind house No. 81 Ha Wong Yi Au Road,-,Natural Hillside,4,Open area,-,-,-,-,-
2020/07/2726,-,DLO,03/07/2020,-,834025,834387,"No. 98A Shek Kwu Lung, Tai Po, Shatin",-,Soil Cut,1,Minor footpath,-,-,-,-,-
2020/07/2723,HyD/K/2020/07/0046,Police,15/07/2020,15/07/2020,835479,821379,"Near Shek Kip Mei MTR Station Exit B1, Shek Kip Mei",11NW-B/C39,Soil/Rock Cut,0.063,Pedestrian pavement; Other (MTR station exit),Temporary closure of Exit B1 of Shek Kip Mei MTR Station,-,-,-,-
2020/07/2722,-,Public,07/07/2020,07/07/2020,827876,825522,"West of Greenview Terrace, Yau Kam Tau, Tsuen Wan",6SE-D/C29,Soil Cut,4.7,Road,-,-,-,-,-
2020/07/2721,HyD/NTE/2020/07/0037,HyD,09/07/2020,-,844839,825431,"Hiram's Highway, Sai Kung",7SE-D/FR35,Fill Slope,38.5,Road,-,-,-,-,-
2020/07/2720,-,LandsD,08/07/2020,03/07/2020,847574,820068,"Hang Hau Wing Lung Road, Sai Kung",12NW-C/C297,Soil Cut,19,Road,-,-,-,-,-
