date,tavg,tmin,tmax,prcp,wdir,wspd,pres,Station
5/2/2021,20.1,17,23,,76,16.2,1019.6,hk intl airport
6/2/2021,20.7,17,25,,29,8.4,1017.3,hk intl airport
7/2/2021,21.5,17,27,,82,11.6,1017.2,hk intl airport
8/2/2021,21.3,19,24.6,,87,21.9,1018.3,hk intl airport
9/2/2021,19,18,20,,93,26.4,1017.1,hk intl airport
10/2/2021,16.5,15,18,,43,23.4,1013.4,hk intl airport
11/2/2021,17.2,15.8,19,,3,11.5,1014.6,hk intl airport
12/2/2021,18.3,14,21,,16,8.1,1016.2,hk intl airport
13/2/2021,19.1,16,23,,118,9.5,1017,hk intl airport
14/2/2021,19.7,16,24,,196,9.5,1016,hk intl airport
15/2/2021,21,17,26,,114,11.6,1014.8,hk intl airport
16/2/2021,20.7,18,24,,67,17.5,1015.6,hk intl airport
17/2/2021,20.5,18.6,24,,51,12.5,1019.3,hk intl airport
18/2/2021,18.6,17,22,,78,14.6,1024.3,hk intl airport
19/2/2021,18.7,16,22,,93,13.8,1023.3,hk intl airport
20/2/2021,19.4,16,23,,114,9.8,1019.5,hk intl airport
21/2/2021,20.2,16,24.2,,110,7.6,1017.3,hk intl airport
22/2/2021,21.3,18,26,,80,9,1015.6,hk intl airport
23/2/2021,22.1,19,27,,102,13.6,1014.7,hk intl airport
24/2/2021,21.3,19,24,,92,26.1,1013.6,hk intl airport
25/2/2021,21.4,19,24,,84,19.6,1010.6,hk intl airport
26/2/2021,22.5,19.6,25,,24,11.1,1009.5,hk intl airport
27/2/2021,17.9,16.9,19.4,,28,11.9,1014,hk intl airport
28/2/2021,20.2,17,23,,78,21.5,1015.2,hk intl airport
1/3/2021,22.3,20.7,24.5,,46,13.5,1015.9,hk intl airport
2/3/2021,20.5,18,22,,322,18.3,1018.6,hk intl airport
3/3/2021,19.1,18,20,,93,25.5,1019.8,hk intl airport
4/3/2021,19.2,18.8,20,,79,17.6,1017.5,hk intl airport
5/3/2021,21,19.7,23,,75,22.2,1015.1,hk intl airport
6/3/2021,22.2,20.3,25,,74,19,1015.5,hk intl airport
7/3/2021,20.5,20,21.2,,83,13.4,1018.4,hk intl airport
8/3/2021,20.2,19,23,,94,23.2,1019.4,hk intl airport
9/3/2021,21,18.9,23.4,,88,18.2,1019.4,hk intl airport
10/3/2021,20.7,19.7,23.6,,89,27.7,1019.4,hk intl airport
11/3/2021,22,19,26.7,,88,24,1019.1,hk intl airport
12/3/2021,23.4,20,27,,64,11.6,1018.1,hk intl airport
13/3/2021,22.9,21,26.1,,96,20,1018,hk intl airport
14/3/2021,22.2,21,25,,88,22.2,1016.1,hk intl airport
15/3/2021,23,20.8,26,,87,16.2,1014.3,hk intl airport
16/3/2021,23.9,21.8,28,,64,11.9,1013.1,hk intl airport
17/3/2021,24.7,21.7,28,,74,10,1012.6,hk intl airport
18/3/2021,24.6,23,28,,92,19.6,1012.7,hk intl airport
19/3/2021,25.1,23,29.1,,93,16,1011.8,hk intl airport
20/3/2021,25.3,22,29,,66,9.7,1010.8,hk intl airport
21/3/2021,21.1,17,24.2,,352,13.8,1015.8,hk intl airport
22/3/2021,17.6,15.6,20,,34,16.3,1023,hk intl airport
23/3/2021,19,17.9,20.1,,62,11.6,1020.7,hk intl airport
24/3/2021,20.8,18,23,,336,8.7,1016.7,hk intl airport
25/3/2021,23,21.4,26.3,,91,19.3,1016.1,hk intl airport
26/3/2021,22.2,20,26,,85,24.2,1015.1,hk intl airport
27/3/2021,24.4,22,27,,82,13.9,1011.8,hk intl airport
28/3/2021,25.5,22.9,29,,318,11.9,1009.5,hk intl airport
29/3/2021,26.2,23,30,,212,14.8,1007.7,hk intl airport
30/3/2021,27.1,25.9,29.7,,196,15.9,1006,hk intl airport
31/3/2021,26.7,25.9,28.1,,165,14.8,1006.4,hk intl airport
1/4/2021,27.1,25.8,30,,178,14.2,1007.5,hk intl airport
2/4/2021,27.3,25,30,,181,9.3,1009.7,hk intl airport
3/4/2021,27.1,24,30.7,,195,10.7,1011.5,hk intl airport
4/4/2021,25.6,23.7,27.3,,74,9.5,1013.7,hk intl airport
5/4/2021,23.1,22,25,,92,17.7,1017.3,hk intl airport
6/4/2021,24.5,22.6,28,,76,11.5,1017.2,hk intl airport
7/4/2021,23.7,22.4,27,,93,24.4,1015.9,hk intl airport
8/4/2021,24,22,27,,86,18.3,1013.7,hk intl airport
9/4/2021,20.7,19,22,,52,17.1,1016.4,hk intl airport
10/4/2021,23,20,26,,94,21.8,1018.2,hk intl airport
11/4/2021,24,21,28,,90,19.5,1018.1,hk intl airport
12/4/2021,25.3,22.8,28,,77,13.1,1015.8,hk intl airport
13/4/2021,26.2,23,30,,69,10.1,1013.4,hk intl airport
14/4/2021,25.6,23.8,28,,91,20.3,1012.6,hk intl airport
15/4/2021,23.1,22,24,,89,28.9,1012.2,hk intl airport
16/4/2021,24.3,22.7,27,,87,23.8,1012.8,hk intl airport
17/4/2021,23.3,22,24.1,,95,11.1,1015.6,hk intl airport
18/4/2021,24,22.9,26.2,,97,27.7,1014.7,hk intl airport
19/4/2021,23.2,21.9,26,,96,31.1,1012.7,hk intl airport
20/4/2021,24.1,22,27,,92,24.2,1012.4,hk intl airport
21/4/2021,24.8,22,28,,112,18.5,1012.1,hk intl airport
22/4/2021,25.7,22.9,29,,194,14.3,1009.9,hk intl airport
23/4/2021,27.4,24,31.7,,260,10.2,1007.7,hk intl airport
24/4/2021,26.8,25,29.1,,107,20.9,1010.2,hk intl airport
25/4/2021,26,23.9,29,,101,20.9,1011.4,hk intl airport
26/4/2021,23.9,22,25.2,,96,28.9,1013.3,hk intl airport
27/4/2021,23.7,23,25,,85,22.8,1014,hk intl airport
28/4/2021,25,22.5,28,,32,17.1,1014.1,hk intl airport
29/4/2021,24.3,21.9,27,,315,11.6,1013.5,hk intl airport
30/4/2021,25.3,21.8,29,,89,8.9,1012.4,hk intl airport
1/5/2021,26.6,23.5,30,,279,9.6,1012,hk intl airport
2/5/2021,26.9,24.6,30.4,,94,11.4,1012.5,hk intl airport
3/5/2021,25,23,27,,95,24.4,1011.9,hk intl airport
4/5/2021,27.5,23,31.1,,146,14.5,1010.6,hk intl airport
5/5/2021,27,24,30,,318,9.6,1012.7,hk intl airport
6/5/2021,26.2,24,30,,87,22,1014.7,hk intl airport
7/5/2021,27.1,24,30.4,,40,10,1013.1,hk intl airport
8/5/2021,28.4,25,32,,215,15.4,1009.4,hk intl airport
9/5/2021,29,27,32.4,,214,14.6,1008.6,hk intl airport
10/5/2021,29.2,26.7,32,,186,12.8,1008.3,hk intl airport
11/5/2021,30,28,33,,196,16.5,1008,hk intl airport
12/5/2021,30.4,29,33.1,,193,15.5,1007.9,hk intl airport
13/5/2021,30,28.9,32.7,,163,16.8,1008,hk intl airport
14/5/2021,29.4,28,31,,146,16.9,1008.6,hk intl airport
15/5/2021,30,28,33,,180,15,1008.7,hk intl airport
16/5/2021,30.7,29,33.1,,195,15.8,1008.8,hk intl airport
17/5/2021,30.9,29,34,,200,15.7,1009.4,hk intl airport
18/5/2021,31.2,29.6,34,,199,17.1,1008.8,hk intl airport
19/5/2021,30.9,29,33,,190,17.9,1007.6,hk intl airport
20/5/2021,31,29.5,34,,210,19.6,1007.7,hk intl airport
21/5/2021,31.4,29.7,34.1,,211,19.6,1007.4,hk intl airport
22/5/2021,31.2,29,34,,180,17,1006.5,hk intl airport
23/5/2021,31.1,29,34,,157,16.1,1007.2,hk intl airport
24/5/2021,29.7,27,32,,153,9.1,1009.4,hk intl airport
25/5/2021,29.3,27,31.3,,113,11,1009.9,hk intl airport
26/5/2021,29.8,27,32,,182,10.3,1009.1,hk intl airport
27/5/2021,30.7,29,34,,214,16.6,1009.2,hk intl airport
28/5/2021,31,29,34,,225,19.5,1009.2,hk intl airport
29/5/2021,30.6,29,33,,222,23.7,1006.8,hk intl airport
30/5/2021,30.8,29,33.6,,223,25,1004.7,hk intl airport
31/5/2021,30.5,27,34,,215,20.9,1003.7,hk intl airport
1/6/2021,27.4,25,31,,96,15.4,1005.8,hk intl airport
2/6/2021,28.6,25,32,,159,12,1006.4,hk intl airport
3/6/2021,30.5,29,33,,157,10.5,1006,hk intl airport
4/6/2021,28.1,26,30.1,,268,12.4,1004.6,hk intl airport
5/6/2021,27.4,25.9,29.8,,303,10.5,1004.4,hk intl airport
6/6/2021,28.9,26.8,32,,216,13,1004.1,hk intl airport
7/6/2021,29.3,27,32,,95,17.3,1006.7,hk intl airport
8/6/2021,29.4,27,32.5,,90,14.3,1007.4,hk intl airport
9/6/2021,28.6,26,30,,100,14.4,1006.7,hk intl airport
10/6/2021,29.7,26.4,33,,87,19.2,1005.1,hk intl airport
11/6/2021,30,27,34,,84,22.1,1005,hk intl airport
12/6/2021,28.6,27,31,,98,22.9,1006.7,hk intl airport
13/6/2021,29.2,26.6,32,,115,18.5,1007.8,hk intl airport
14/6/2021,29.8,28.6,32,,170,16,1005.6,hk intl airport
15/6/2021,30.2,28.9,32,,202,18.8,1003.9,hk intl airport
16/6/2021,30.9,29.7,33,,197,19.7,1005.7,hk intl airport
17/6/2021,31.1,29.7,33,,214,16.4,1007.3,hk intl airport
18/6/2021,31.2,29.6,33.5,,220,23.9,1006.6,hk intl airport
19/6/2021,31.4,29,34,,221,22.9,1004.4,hk intl airport
20/6/2021,31.5,29.9,34.6,,217,21.6,1002.5,hk intl airport
21/6/2021,31.3,30,34,,221,20.2,1002.6,hk intl airport
22/6/2021,27.8,23.7,30.2,,192,14.8,1004.7,hk intl airport
23/6/2021,27.1,26,29.9,,238,12,1005.5,hk intl airport
24/6/2021,26.6,25.1,27.3,,80,9.6,1005.5,hk intl airport
25/6/2021,28.4,27,30,,160,10.6,1005.8,hk intl airport
26/6/2021,29.2,27,31,,194,12.2,1006.6,hk intl airport
27/6/2021,30.4,29.6,31.1,,214,21.5,1006,hk intl airport
28/6/2021,28.9,25,31,,194,16.7,1004.6,hk intl airport
29/6/2021,30.1,29.4,31,,210,21.7,1004.6,hk intl airport
30/6/2021,30.7,29.5,32.5,,197,23.4,1005.6,hk intl airport
1/7/2021,30.8,29.2,33,,203,21.9,1005.7,hk intl airport
2/7/2021,30.9,29.7,33,,203,20.6,1006.3,hk intl airport
3/7/2021,30.9,29.8,32.2,,174,14.5,1005.8,hk intl airport
4/7/2021,30.7,28,33,,147,13.5,1006.7,hk intl airport
5/7/2021,30.6,28.9,33,,90,17.1,1006.9,hk intl airport
6/7/2021,30.6,28.8,33.5,,97,17.9,1005.9,hk intl airport
7/7/2021,30,27,32.1,,115,20.8,1008.4,hk intl airport
8/7/2021,30.6,29,33,,138,17.7,1010.8,hk intl airport
9/7/2021,30.9,28,35,,123,11.9,1010,hk intl airport
10/7/2021,30.6,28,33.4,,120,13.2,1009.9,hk intl airport
11/7/2021,30.7,29,33,,109,14.7,1010.7,hk intl airport
12/7/2021,31.2,29,34,,146,13.6,1009.8,hk intl airport
13/7/2021,31.1,29,34,,180,11.5,1008.2,hk intl airport
14/7/2021,31.2,29,34.4,,144,10.7,1007.9,hk intl airport
15/7/2021,31.1,29,33.8,,136,13.6,1008.5,hk intl airport
16/7/2021,30.3,28.4,32.1,,70,10.4,1008.3,hk intl airport
17/7/2021,29.8,28,32,,73,13.7,1005.4,hk intl airport
18/7/2021,28.7,27,31,,89,16.1,1003,hk intl airport
19/7/2021,26.8,25,28.5,,83,24.6,1001.9,hk intl airport
20/7/2021,26.4,25,27.1,,86,19,1002.2,hk intl airport
21/7/2021,27.5,26,29,,96,19.7,1002.4,hk intl airport
22/7/2021,29.8,27.6,32,,56,12.3,1000.9,hk intl airport
23/7/2021,30.8,28,35,,260,10.6,998.2,hk intl airport
24/7/2021,31.2,29,35,,192,11.4,997.7,hk intl airport
25/7/2021,30,24.8,34,,245,13.5,999,hk intl airport
26/7/2021,31.3,29,34,,236,13.5,997.9,hk intl airport
27/7/2021,32,29.6,35,,226,14,996.4,hk intl airport
28/7/2021,31.1,29,34,,231,18.1,997.2,hk intl airport
29/7/2021,29.9,27,33,,232,11.5,999.6,hk intl airport
30/7/2021,29.3,26.2,31,,206,13.7,1000.9,hk intl airport
31/7/2021,30.2,28,33,,229,18.8,1000,hk intl airport
1/8/2021,30,28.6,33,,233,14.7,998.3,hk intl airport
2/8/2021,30.3,28.9,33,,254,9.4,998,hk intl airport
3/8/2021,29,27,31.7,,79,17,996.8,hk intl airport
4/8/2021,29,27.2,32,,319,15.8,995.8,hk intl airport
5/8/2021,28,27,29,,245,18.9,995.9,hk intl airport
6/8/2021,29.1,28,31,,230,19.4,997.7,hk intl airport
7/8/2021,29.6,27.9,32,,238,14.2,1000.7,hk intl airport
8/8/2021,29.8,28,33,,224,12.4,1003.8,hk intl airport
9/8/2021,29.6,27,32,,195,14.3,1004.7,hk intl airport
10/8/2021,29.9,28,32,,171,10.9,1005.3,hk intl airport
11/8/2021,29.8,27,33,,201,11.3,1007.6,hk intl airport
12/8/2021,29.6,27.5,32.3,,115,10.6,1008.5,hk intl airport
13/8/2021,29.4,28,31,,187,11.6,1005.8,hk intl airport
14/8/2021,28.4,26.5,30,,201,15.4,1005.8,hk intl airport
15/8/2021,28.3,26.6,30,,121,10.6,1009.4,hk intl airport
16/8/2021,28.9,26.4,32,,125,9.3,1012.1,hk intl airport
17/8/2021,30,27,33,,234,11.4,1010.3,hk intl airport
18/8/2021,30.2,28,33,,209,12.8,1008,hk intl airport
19/8/2021,29.2,27,31,,112,10,1008.2,hk intl airport
20/8/2021,29.8,27,33,,215,11.3,1009,hk intl airport
21/8/2021,30.3,28,33,,219,12.5,1008.2,hk intl airport
22/8/2021,30.8,29,34,,218,14.7,1006.9,hk intl airport
23/8/2021,30.6,29,33,,201,15.6,1006.7,hk intl airport
24/8/2021,30.5,29,33,,183,12.5,1007.3,hk intl airport
25/8/2021,30.1,28,33,,134,12.2,1008.5,hk intl airport
26/8/2021,30.6,28,34,,101,13.6,1010.5,hk intl airport
27/8/2021,26.6,24,30,,80,14.9,1011.4,hk intl airport
28/8/2021,28,25,32,,83,12.5,1011.2,hk intl airport
29/8/2021,28.6,27,30.1,,88,15.4,1010.7,hk intl airport
30/8/2021,29.7,27.6,33,,79,13.8,1011,hk intl airport
31/8/2021,28.2,27,31,,72,8.5,1010.8,hk intl airport
1/9/2021,28.5,27,32,,84,12.7,1009.7,hk intl airport
2/9/2021,29.6,27.9,33,,92,10.6,1008.7,hk intl airport
3/9/2021,29.8,28,32,,127,9.4,1007.1,hk intl airport
4/9/2021,29.8,27,32.3,,121,11.4,1007.9,hk intl airport
5/9/2021,29.5,27,31.2,,81,9.1,1009.6,hk intl airport
6/9/2021,30,27.5,32.5,,59,10.3,1010.3,hk intl airport
7/9/2021,30.6,28,34,,81,15.4,1009.9,hk intl airport
8/9/2021,30.3,28,32.4,,81,11.9,1009.3,hk intl airport
9/9/2021,30.6,28,33,,91,10,1008.9,hk intl airport
10/9/2021,31.4,29,34,,87,13.8,1007.9,hk intl airport
11/9/2021,31.3,29,35,,251,11.9,1004.4,hk intl airport
12/9/2021,32.2,29.6,36,,242,15.3,1001.7,hk intl airport
13/9/2021,31.2,29.8,34,,217,13.4,1006.2,hk intl airport
14/9/2021,29.6,28,31.4,,192,8,1011,hk intl airport
15/9/2021,30.6,28,34,,253,13.1,1011.1,hk intl airport
16/9/2021,29.6,26,32.1,,267,9.8,1009.4,hk intl airport
17/9/2021,29.8,27,33,,288,7.6,1008.9,hk intl airport
18/9/2021,30.8,29,34,,94,16.5,1010.6,hk intl airport
19/9/2021,30.5,28,33.1,,90,17.4,1010.9,hk intl airport
20/9/2021,29.9,28,31.3,,124,9,1010,hk intl airport
21/9/2021,29.5,27,33,,95,8.8,1009.3,hk intl airport
22/9/2021,30.6,28,33.1,,100,11.7,1010.1,hk intl airport
23/9/2021,29.5,28,31.2,,85,16.7,1012.4,hk intl airport
24/9/2021,30.1,26,33,,96,18.8,1013.1,hk intl airport
25/9/2021,30.3,28,33,,91,16.6,1012.4,hk intl airport
26/9/2021,29.3,28,30.4,,92,15.1,1011.9,hk intl airport
27/9/2021,29.5,27,32,,104,9.1,1010.6,hk intl airport
28/9/2021,29.8,28,33,,168,10.2,1009.3,hk intl airport
29/9/2021,30.5,28,33.3,,211,9.9,1007.9,hk intl airport
30/9/2021,30.8,29,34,,222,9.5,1007.7,hk intl airport
1/10/2021,30.5,28.8,33,,191,11,1008.8,hk intl airport
2/10/2021,30.1,28,33,,168,12.1,1010.6,hk intl airport
3/10/2021,29.4,27.7,31,,97,16.8,1011.9,hk intl airport
4/10/2021,30.5,28,34,,92,19,1012,hk intl airport
5/10/2021,30.8,29,34,,84,20.7,1011,hk intl airport
6/10/2021,30.5,28,34,,79,20.8,1008.2,hk intl airport
7/10/2021,29.6,26.2,32,,74,25.3,1005.3,hk intl airport
8/10/2021,25.5,25,27,,79,24.9,1004.1,hk intl airport
9/10/2021,27,26,29,,100,40.8,1004,hk intl airport
10/10/2021,26.6,25,28,,86,20.2,1007.5,hk intl airport
11/10/2021,28.8,26,32,,352,15.4,1006,hk intl airport
12/10/2021,25,23.9,26,,352,25.6,1002.6,hk intl airport
13/10/2021,25.3,22,28,,62,33.9,1002,hk intl airport
14/10/2021,28.6,26.3,32,,84,18.5,1008.7,hk intl airport
15/10/2021,26.4,25.7,27.2,,38,9.7,1010.2,hk intl airport
16/10/2021,26.8,24.6,30,,18,13.9,1013.8,hk intl airport
17/10/2021,23.7,21.5,26,,36,17.7,1018.3,hk intl airport
18/10/2021,23.2,20,26.1,,28,12,1018.3,hk intl airport
19/10/2021,25.7,23,29,,66,11.2,1017.5,hk intl airport
20/10/2021,27.4,25,30,,109,15.4,1015.6,hk intl airport
21/10/2021,24,20,29,,21,14.9,1014.9,hk intl airport
22/10/2021,18.6,17,20,,13,13.7,1019.6,hk intl airport
23/10/2021,19.3,18,20,,14,12.4,1020.5,hk intl airport
24/10/2021,21.3,18.8,25,,5,13.5,1019.2,hk intl airport
25/10/2021,22.7,19.5,26,,0,14,1016.9,hk intl airport
26/10/2021,24.8,22,27.4,,18,10.8,1015.7,hk intl airport
27/10/2021,26.3,25,29,,71,12.4,1016.3,hk intl airport
28/10/2021,25.9,24,27.6,,84,12.9,1017.6,hk intl airport
29/10/2021,26.1,24.8,28.6,,89,14.6,1017.8,hk intl airport
30/10/2021,24.5,23,26,,64,11.7,1018.6,hk intl airport
31/10/2021,24.6,22.8,27,,71,14.7,1018.4,hk intl airport
1/11/2021,25.6,24,28,,88,16,1018.2,hk intl airport
2/11/2021,25.9,24.8,28.8,,95,20,1017.4,hk intl airport
3/11/2021,25.7,24,28.5,,92,14.1,1016.4,hk intl airport
4/11/2021,26.1,24,29,,101,16.1,1014.5,hk intl airport
5/11/2021,26.3,25,29,,110,15.5,1012.1,hk intl airport
6/11/2021,26.7,24,30,,206,8.1,1009.7,hk intl airport
7/11/2021,26.9,24.6,30.1,,92,13.2,1011.7,hk intl airport
8/11/2021,19.3,17,25,,4,24.6,1018,hk intl airport
9/11/2021,19.1,16,23,,12,13.3,1019.6,hk intl airport
10/11/2021,20.7,18,24,,17,13.2,1018.9,hk intl airport
11/11/2021,21.5,19,25,,45,11.5,1017.6,hk intl airport
12/11/2021,22.8,20,25.3,,23,12.5,1018.6,hk intl airport
13/11/2021,22.4,20,25,,20,11.8,1018.2,hk intl airport
14/11/2021,21.8,19,25,,73,11.6,1018.1,hk intl airport
15/11/2021,22.2,20,25,,77,11.9,1017,hk intl airport
16/11/2021,23.1,20.5,26,,39,11.6,1016.8,hk intl airport
17/11/2021,23.7,22,27,,20,13.9,1017,hk intl airport
18/11/2021,22.2,20,24.1,,352,11.1,1014.5,hk intl airport
19/11/2021,23.1,21,25,,49,9.3,1012,hk intl airport
20/11/2021,24.5,22.2,27,,91,21.1,1012.5,hk intl airport
21/11/2021,24.4,23,27,,86,15.9,1013.7,hk intl airport
22/11/2021,19,16.7,23,,5,18,1017.3,hk intl airport
23/11/2021,15.8,14.6,17.3,,24,13.2,1021.4,hk intl airport
24/11/2021,18.6,16.6,21.3,,18,12,1020.4,hk intl airport
25/11/2021,20.7,18.5,23.3,,35,9.2,1018.3,hk intl airport
26/11/2021,21.5,18,25,,30,9.8,1018.2,hk intl airport
27/11/2021,21.5,19,24,,55,11.4,1020,hk intl airport
28/11/2021,21.7,19,25,,67,9.8,1019.6,hk intl airport
29/11/2021,22.2,18.7,25.7,,34,11.3,1017.3,hk intl airport
30/11/2021,21.6,17.5,24.3,,15,17.2,1018.6,hk intl airport
1/12/2021,17.5,15,20,,24,16.2,1021.9,hk intl airport
2/12/2021,17.3,13.7,20.2,,21,14.3,1021.9,hk intl airport
3/12/2021,18.3,15,22,,27,14.5,1021.5,hk intl airport
4/12/2021,18.1,15,21,,50,13.4,1022.1,hk intl airport
5/12/2021,19.1,17,22,,45,13.1,1021.2,hk intl airport
6/12/2021,18.8,15,23,,56,11,1020.1,hk intl airport
7/12/2021,19.7,16,23.2,,52,12.1,1020.8,hk intl airport
8/12/2021,20.9,18,24,,88,16.3,1021.9,hk intl airport
9/12/2021,20.7,18.8,23,,76,14.3,1022.1,hk intl airport
10/12/2021,21.4,18.7,25,,84,14.8,1020.3,hk intl airport
11/12/2021,21.8,20,25,,67,14.1,1020.6,hk intl airport
12/12/2021,21.9,19,24.4,,44,10.8,1020.8,hk intl airport
13/12/2021,19.2,17,21,,28,15.8,1021.6,hk intl airport
14/12/2021,20.4,18,23,,51,10,1018.5,hk intl airport
15/12/2021,21.6,19.2,23,,77,12.9,1015.9,hk intl airport
16/12/2021,23.5,21,26,,86,16,1015.4,hk intl airport
17/12/2021,22,18.9,24,,8,14.5,1018.8,hk intl airport
18/12/2021,17.7,16,20,,25,16.5,1023,hk intl airport
19/12/2021,17.6,15,20,,41,14.5,1021.9,hk intl airport
20/12/2021,16.6,14,20,,45,16.1,1017.8,hk intl airport
21/12/2021,15.9,14,18,,0,12.6,1014.3,hk intl airport
22/12/2021,18.8,16.8,21,,344,8.6,1016.5,hk intl airport
23/12/2021,20,18.7,23,,41,11.7,1016.6,hk intl airport
24/12/2021,20,18.5,21.7,,10,6.6,1017,hk intl airport
25/12/2021,19.4,17,21.3,,48,11.2,1020.8,hk intl airport
26/12/2021,14.6,11,18,,31,17,1025.6,hk intl airport
27/12/2021,10.8,9,12,,20,12.6,1027.6,hk intl airport
28/12/2021,13.5,11,16,,6,11.5,1024.8,hk intl airport
29/12/2021,17,15,19,,335,12,1023.7,hk intl airport
30/12/2021,17.3,15,19.5,,311,11.6,1024.8,hk intl airport
31/12/2021,18.4,17.2,20,,45,11.3,1024.8,hk intl airport
1/1/2022,17.7,16.6,19,,58,9.6,1024.2,hk intl airport
2/1/2022,18.3,15,21.5,,34,9.3,1022.4,hk intl airport
3/1/2022,19,16.9,22,,63,11.2,1020.7,hk intl airport
4/1/2022,20.4,17,24,,86,15.2,1019.3,hk intl airport
5/1/2022,20.9,18,23.4,,52,13.5,1017,hk intl airport
6/1/2022,20.5,18.4,25,,86,11.8,1018.8,hk intl airport
7/1/2022,19,17,21,,79,11.2,1021.4,hk intl airport
8/1/2022,17.5,15.8,19.1,,67,10.5,1020.4,hk intl airport
9/1/2022,18.5,16,20.1,,40,12.7,1018,hk intl airport
10/1/2022,18.4,16.7,20,,3,11,1017.2,hk intl airport
11/1/2022,15.3,13,17,,8,16.7,1020.5,hk intl airport
12/1/2022,15.6,13.7,17,,47,11.1,1020.7,hk intl airport
13/1/2022,16.9,15,18.5,,22,11.9,1021.6,hk intl airport
14/1/2022,16.8,15,18,,78,21.6,1020.4,hk intl airport
15/1/2022,19.1,17,22.1,,84,17.9,1019.4,hk intl airport
16/1/2022,19.8,18,23,,75,15.3,1020,hk intl airport
17/1/2022,18.7,17.1,20,,61,14.5,1020.3,hk intl airport
18/1/2022,16.9,15.5,18,,347,11.4,1020.9,hk intl airport
19/1/2022,17.1,15,19,,355,11.7,1019.5,hk intl airport
20/1/2022,17.4,14.9,20.2,,66,9.6,1018.3,hk intl airport
21/1/2022,18.6,16,21,,90,16,1017.3,hk intl airport
22/1/2022,18.4,17.5,19,,95,16.3,1013.9,hk intl airport
23/1/2022,19.6,18,22,,69,14,1012.6,hk intl airport
24/1/2022,20.2,19,22,,76,11.7,1013.7,hk intl airport
25/1/2022,19,17.7,20,,53,11.9,1016.4,hk intl airport
26/1/2022,19.8,18,22.2,,69,13.7,1016.8,hk intl airport
27/1/2022,20.2,18.9,22,,43,11.2,1016.5,hk intl airport
28/1/2022,19.7,18.8,21,,91,17.7,1016,hk intl airport
29/1/2022,18.1,14.7,21,,7,13.7,1014.6,hk intl airport
30/1/2022,14.9,12.9,17.5,,358,19,1017.9,hk intl airport
31/1/2022,13.1,12,14,,37,14.1,1019.6,hk intl airport
1/2/2022,12.2,11,14,,24,11.2,1019.4,hk intl airport
2/2/2022,13.8,12.7,15,,5,10.4,1019.3,hk intl airport
3/2/2022,12,10.6,13,,0,12.7,1019.7,hk intl airport
4/2/2022,13.3,10.9,17,,2,14.7,1022,hk intl airport
5/2/2022,14.1,11.8,16.4,,17,13.1,1023.6,hk intl airport
6/2/2022,16.6,14,19,,76,16.8,1021.9,hk intl airport
7/2/2022,16.8,16,18,,50,20.7,1016.5,hk intl airport
8/2/2022,16.5,15.7,17.2,,9,11.2,1018.7,hk intl airport
9/2/2022,14.8,13,16.1,,348,14.5,1019.6,hk intl airport
10/2/2022,16,14,18.1,,357,13,1017.8,hk intl airport
11/2/2022,19.1,17,22,,59,13.7,1016.8,hk intl airport
12/2/2022,19.5,17.6,23.1,,359,9.2,1016.1,hk intl airport
13/2/2022,16.1,14.2,18,,330,13.5,1015.3,hk intl airport
14/2/2022,16.2,13,19,,350,11.7,1017.8,hk intl airport
15/2/2022,17.8,16,20,,80,13.5,1017.7,hk intl airport
16/2/2022,18.1,16,21,,95,25.3,1015.8,hk intl airport
17/2/2022,16.2,15.8,18,,87,29.2,1014.3,hk intl airport
18/2/2022,17.1,16,19.7,,85,31.4,1014.9,hk intl airport
19/2/2022,12.2,9.2,16,,39,14.9,1017.7,hk intl airport
20/2/2022,8.1,7.8,9,,27,16.1,1021.7,hk intl airport
21/2/2022,8.2,7,9.2,,22,12,1022.9,hk intl airport
22/2/2022,9.6,8,11,,4,12.4,1022.8,hk intl airport
23/2/2022,11.3,9,14.2,,358,16.6,1025.3,hk intl airport
24/2/2022,11.7,9.3,14,,346,11.5,1026.7,hk intl airport
25/2/2022,14.7,12.2,18,,15,8.9,1024.7,hk intl airport
26/2/2022,16.8,12.8,20.5,,39,9.3,1022.1,hk intl airport
27/2/2022,18.2,15,23.1,,86,13.3,1019.3,hk intl airport
28/2/2022,20,17,24,,85,20.9,1018.2,hk intl airport
1/3/2022,22,18.9,26,,319,8.7,1017,hk intl airport
2/3/2022,21.4,19,25.3,,17,14.1,1016.9,hk intl airport
3/3/2022,20.3,18,23.7,,93,26.4,1016.6,hk intl airport
4/3/2022,21,18,25,,41,8.5,1014.6,hk intl airport
5/3/2022,20.9,17,25.1,,303,11.1,1013.3,hk intl airport
6/3/2022,20.4,19,23,,92,27.6,1014.9,hk intl airport
7/3/2022,19.9,17.1,23,,22,16.7,1017.3,hk intl airport
8/3/2022,17.9,15,21,,75,15.8,1018.1,hk intl airport
9/3/2022,19.2,15,23,,92,17.8,1016.9,hk intl airport
10/3/2022,21.8,19,25.2,,77,19.3,1015.5,hk intl airport
11/3/2022,22.1,19,25.8,,63,12.9,1013.8,hk intl airport
12/3/2022,23.2,20,27,,65,13.5,1013.3,hk intl airport
13/3/2022,24.3,21,28,,60,12.1,1012.6,hk intl airport
14/3/2022,24.3,21.7,28.2,,34,10.1,1011.9,hk intl airport
15/3/2022,23.6,21,27,,35,11.1,1010.7,hk intl airport
